"""Item Code"",""ItemStatus"",""Description"",""Size"",""Age"",""Proof"",""Bottles Per Case"",""Unit Price"",""Effective Date"""
"""0418H"",,""PAUL MASSON GRANDE AMBER"",""1.75 L"",,80,6,24.95,08/01/2020"
"""0419B"",,""CHRISTIAN BRANDY AMBER BRANDY"",""750 ML"",,80,12,13.95,08/01/2020"
"""0419D"",,""CHRISTIAN BRANDY AMBER BRANDY"",""200 ML"",,80,24,4.45,08/01/2020"
"""0419E"",,""CHRISTIAN BRANDY AMBER BRANDY"",""375 ML"",,80,24,6.95,08/01/2020"
"""0419F"",,""CHRISTIAN BRANDY AMBER BRANDY"",""50 ML"",,80,120,1.75,08/01/2020"
"""0419H"",,""CHRISTIAN BRANDY AMBER BRANDY"",""1.75 L"",,80,6,24.95,08/01/2020"
"""0422B"",,""DEKUYPER APRICOT BRANDY"",""750 ML"",,60,12,10.95,08/01/2020"
"""0423B"",,""KORBEL EXTRA SMOOTH BRANDY"",""750 ML"",,80,12,13.95,08/01/2020"
"""0424B"",,""POTTERS BRANDY"",""750 ML"",,80,12,9.95,08/01/2020"
"""0424H"",,""POTTERS BRANDY"",""1.75 L"",,80,6,20.95,08/01/2020"
"""0425B"",,""E & J VS BRANDY"",""750 ML"",,80,12,12.95,08/01/2020"
"""0425D"",""@"",""E & J VS BRANDY"",""200 ML"",,80,24,4.95,08/01/2020"
"""0425E"",,""E & J VS BRANDY"",""375 ML"",,80,24,6.95,08/01/2020"
"""0425H"",,""E & J VS BRANDY"",""1.75 L"",,80,6,26.95,08/01/2020"
"""0426B"",,""KNOB CREEK SMOKED MAPLE"",""750 ML"",,90,6,34.95,08/01/2020"
"""0427B"",,""ST REMY NAPOLEON VSOP"",""750 ML"",,80,12,19.95,08/01/2020"
"""0429B"",,""DEKUYPER PEACH BRANDY"",""750 ML"",,70,12,10.95,08/01/2020"
"""0430B"",,""CLEAR CREEK PEAR BRANDY"",""750 ML"",,80,12,44.95,08/01/2020"
"""0430E"",,""CLEAR CREEK PEAR BRANDY"",""375 ML"",,80,12,27.95,08/01/2020"
"""0430F"",,""CLEAR CREEK PEAR BRANDY"",""50 ML"",,80,60,3.50,08/01/2020"
"""0431B"",,""CHRISTIAN BROTHERS VSOP BRANDY"",""750 ML"",,80,12,13.95,08/01/2020"
"""0432B"",,""DEKUYPER BLACKBERRY BRANDY"",""750 ML"",,70,12,10.95,08/01/2020"
"""0433E"",,""CLEAR CREEK CASSIS"",""375 ML"",,41,12,19.95,08/01/2020"
"""0434E"",,""CLEAR CREEK CHERRY LIQUEUR"",""375 ML"",,43,12,19.95,08/01/2020"
"""0436A"",,""HENNESSY V S"",""LITER"",,80,12,49.95,08/01/2020"
"""0436B"",,""HENNESSY V S"",""750 ML"",,80,12,39.95,08/01/2020"
"""0436E"",,""HENNESSY V S"",""375 ML"",,80,12,21.45,08/01/2020"
"""0436F"",,""HENNESSY V S"",""50 ML"",,80,120,4.25,08/01/2020"
"""0436H"",,""HENNESSY V S"",""1.75 L"",,80,6,84.95,08/01/2020"
"""0437B"",""@"",""MARTELL VS SINGLE DISTILLERY"",""750 ML"",,80,12,31.95,08/01/2020"
"""0439B"",,""COURVOISIER V S"",""750 ML"",,80,12,34.95,08/01/2020"
"""0439E"",,""COURVOISIER V S"",""375 ML"",,80,12,17.95,08/01/2020"
"""0439F"",,""COURVOISIER V S"",""50 ML"",,80,144,4.00,08/01/2020"
"""0439H"",,""COURVOISIER V S"",""1.75 L"",,80,6,59.95,08/01/2020"
"""0441B"",,""CLEAR CREEK BLUE PLUM BRANDY"",""750 ML"",,80,6,44.95,08/01/2020"
"""0443B"",,""REMY MARTIN VSOP"",""750 ML"",,80,12,48.95,08/01/2020"
"""0443H"",""@"",""REMY MARTIN VSOP"",""1.75 L"",,80,6,99.95,08/01/2020"
"""0444B"",,""SALIGNAC V S"",""750 ML"",,80,12,29.95,08/01/2020"
"""0450B"",,""MICHTER'S US * 1 AMERICAN WHISKEY"",""750 ML"",,83,6,46.95,08/01/2020"
"""0451B"",,""JIM BEAM MAPLE"",""750 ML"",,70,12,17.95,08/01/2020"
"""0453B"",,""KORBEL GOLD RESERVE VSOP BRANDY"",""750 ML"",,90,6,17.95,08/01/2020"
"""0455E"",,""CLEAR CREEK LOGANBERRY LIQUEUR"",""375 ML"",,36,12,19.95,08/01/2020"
"""0456B"",,""CLEAR CREEK OREGON WINE BRANDY"",""750 ML"",,80,6,44.95,08/01/2020"
"""0456F"",,""CLEAR CREEK OREGON WINE BRANDY"",""50 ML"",,80,120,5.00,08/01/2020"
"""0457B"",,""APPLETON ESTATE SIGNATURE BLEND"",""750 ML"",,80,12,19.95,08/01/2020"
"""0457H"",""@"",""APPLETON ESTATE SIGNATURE BLEND"",""1.75 L"",,80,6,39.95,08/01/2020"
"""0458B"",,""MYERS ORIGINAL DARK RUM"",""750 ML"",,80,12,19.95,08/01/2020"
"""0458E"",,""MYERS ORIGINAL DARK RUM"",""375 ML"",,80,24,9.95,08/01/2020"
"""0458H"",,""MYERS ORIGINAL DARK RUM"",""1.75 L"",,80,6,37.95,08/01/2020"
"""0459B"",,""MONARCH PLATA WHITE (SILVER)"",""750 ML"",,80,12,7.95,08/01/2020"
"""0459E"",,""MONARCH PLATA WHITE (SILVER)"",""375 ML"",,80,24,5.45,08/01/2020"
"""0459H"",,""MONARCH PLATA WHITE (SILVER)"",""1.75 L"",,80,6,15.95,08/01/2020"
"""0460A"",,""BACARDI SUPERIOR RUM"",""LITER"",,80,12,17.95,08/01/2020"
"""0460B"",,""BACARDI SUPERIOR RUM"",""750 ML"",,80,12,12.95,08/01/2020"
"""0460D"",,""BACARDI SUPERIOR RUM"",""200 ML"",,80,48,4.95,08/01/2020"
"""0460E"",,""BACARDI SUPERIOR RUM"",""375 ML"",,80,24,8.95,08/01/2020"
"""0460F"",,""BACARDI SUPERIOR RUM"",""50 ML"",,80,120,1.75,08/01/2020"
"""0460H"",,""BACARDI SUPERIOR RUM"",""1.75 L"",,80,6,30.95,08/01/2020"
"""0462B"",,""MONARCH 151 PROOF"",""750 ML"",,151,12,14.95,08/01/2020"
"""0462E"",,""MONARCH 151 PROOF"",""375 ML"",,151,24,9.15,08/01/2020"
"""0463B"",,""CASTILLO WHITE"",""750 ML"",,80,12,8.95,08/01/2020"
"""0463H"",,""CASTILLO WHITE"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0464B"",,""CASTILLO GOLD"",""750 ML"",,80,12,8.95,08/01/2020"
"""0464H"",,""CASTILLO GOLD"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0465B"",,""MONARCH PLATA WHITE (SILVER)"",""750 ML"",,80,12,7.95,08/01/2020"
"""0467B"",,""POTTERS GOLD"",""750 ML"",,80,12,7.70,08/01/2020"
"""0467H"",,""POTTERS GOLD"",""1.75 L"",,80,6,14.95,08/01/2020"
"""0468B"",,""MONARCH DARK"",""750 ML"",,80,12,9.45,08/01/2020"
"""0469B"",,""POTTERS GOLD 151 RUM"",""750 ML"",,151,12,14.95,08/01/2020"
"""0470B"",,""BACARDI LIMON RUM SPECIALTY"",""750 ML"",,70,12,12.95,08/01/2020"
"""0470D"",,""BACARDI LIMON RUM SPECIALTY"",""200 ML"",,70,24,3.95,08/01/2020"
"""0470H"",,""BACARDI LIMON RUM SPECIALTY"",""1.75 L"",,70,6,30.95,08/01/2020"
"""0472B"",,""MONTEGO BAY WHITE"",""750 ML"",,80,12,8.15,08/01/2020"
"""0472H"",,""MONTEGO BAY WHITE"",""1.75 L"",,80,6,16.95,08/01/2020"
"""0473B"",,""MONTEGO BAY GOLD"",""750 ML"",,80,12,8.15,08/01/2020"
"""0473H"",,""MONTEGO BAY GOLD"",""1.75 L"",,80,6,16.95,08/01/2020"
"""0475A"",,""CAPTAIN MORGAN ORIGINAL SPICED*"",""LITER"",,70,12,20.95,08/01/2020"
"""0475B"",,""CAPTAIN MORGAN ORIGINAL SPICED*"",""750 ML"",,70,12,17.95,08/01/2020"
"""0475E"",,""CAPTAIN MORGAN ORIGINAL SPICED*"",""375 ML"",,70,24,10.95,08/01/2020"
"""0475F"",,""CAPTAIN MORGAN ORIGINAL SPICED*"",""50 ML"",,70,120,1.75,08/01/2020"
"""0475H"",,""CAPTAIN MORGAN ORIGINAL SPICED*"",""1.75 L"",,70,6,34.95,08/01/2020"
"""0476A"",,""BACARDI GOLD DARK RUM"",""LITER"",,80,12,17.95,08/01/2020"
"""0476B"",,""BACARDI GOLD DARK RUM"",""750 ML"",,80,12,12.95,08/01/2020"
"""0476E"",,""BACARDI GOLD DARK RUM"",""375 ML"",,80,24,8.95,08/01/2020"
"""0476F"",,""BACARDI GOLD DARK RUM"",""50 ML"",,80,120,1.75,08/01/2020"
"""0476H"",,""BACARDI GOLD DARK RUM"",""1.75 L"",,80,6,30.95,08/01/2020"
"""0477B"",,""BACARDI BLACK RUM"",""750 ML"",,80,12,12.95,08/01/2020"
"""0477H"",,""BACARDI BLACK RUM"",""1.75 L"",,80,6,30.95,08/01/2020"
"""0478B"",,""CAPTAIN MORGAN SILVER SPICED*"",""750 ML"",,70,12,19.95,08/01/2020"
"""0479B"",,""J WRAY GOLD  (WAS APPLETON SPECIAL GOLD RUM)"",""750 ML"",,80,12,16.95,08/01/2020"
"""0480B"",,""CAPTAIN MORGAN PRIVATE STOCK SPICED RUM"",""750 ML"",,80,12,23.95,08/01/2020"
"""0480H"",,""CAPTAIN MORGAN PRIVATE STOCK SPICED RUM"",""1.75 L"",,80,6,39.95,08/01/2020"
"""0481B"",,""RONRICO WHITE RUM"",""750 ML"",,80,12,8.95,08/01/2020"
"""0481H"",,""RONRICO WHITE RUM"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0482B"",,""BULL RUN STRAIGHT BOURBON"",""750 ML"",,84,12,34.95,08/01/2020"
"""0482F"",,""BULL RUN STRAIGHT BOURBON"",""50 ML"",,84,90,5.00,08/01/2020"
"""0483B"",,""BARBAROSSA SPICED"",""750 ML"",,70,12,7.95,08/01/2020"
"""0483H"",,""BARBAROSSA SPICED"",""1.75 L"",,70,6,18.95,08/01/2020"
"""0484B"",,""BACARDI GOLD DARK RUM"",""750 ML"",,80,12,12.95,08/01/2020"
"""0484H"",,""BACARDI GOLD DARK RUM"",""1.75 L"",,80,6,30.95,08/01/2020"
"""0485B"",,""MONARCH GOLD"",""750 ML"",,80,12,8.20,08/01/2020"
"""0485E"",,""MONARCH GOLD"",""375 ML"",,80,24,5.45,08/01/2020"
"""0485H"",,""MONARCH GOLD"",""1.75 L"",,80,6,15.95,08/01/2020"
"""0486B"",,""CASTILLO SPICED"",""750 ML"",,70,12,8.95,08/01/2020"
"""0486H"",,""CASTILLO SPICED"",""1.75 L"",,70,6,19.95,08/01/2020"
"""0487B"",,""RONRICO GOLD"",""750 ML"",,80,12,8.95,08/01/2020"
"""0487H"",,""RONRICO GOLD"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0488B"",,""MONARCH GOLD"",""750 ML"",,80,12,7.95,08/01/2020"
"""0489B"",,""GOMPERS NEW WORLD AMERICAN GIN"",""750 ML"",,90,12,32.95,08/01/2020"
"""0489E"",""@"",""GOMPERS NEW WORLD AMERICAN GIN"",""375 ML"",,90,12,21.95,08/01/2020"
"""0490B"",,""POTTERS WHITE"",""750 ML"",,80,12,7.70,08/01/2020"
"""0490H"",,""POTTERS WHITE"",""1.75 L"",,80,6,14.95,08/01/2020"
"""0493B"",,""CAPTAIN MORGAN SPICED 70 PROOF RUM"",""750 ML"",,70,12,17.95,08/01/2020"
"""0493H"",,""CAPTAIN MORGAN SPICED 70 PROOF RUM"",""1.75 L"",,70,6,34.95,08/01/2020"
"""0494B"",,""PAMPERO ANIVERSARIO"",""750 ML"",,80,6,24.95,08/01/2020"
"""0497B"",,""REDRUM TROPICAL FLAVORED V.I. RUM"",""750 ML"",,70,6,14.95,08/01/2020"
"""0499B"",,""BACARDI 8YR DARK BAHAMIAN RUM"",""750 ML"",""8 YRS"",80,12,29.95,08/01/2020"
"""0501B"",,""BACARDI RASPBERRY FLAVORED RUM"",""750 ML"",,70,12,12.95,08/01/2020"
"""0503B"",,""BACARDI COCONUT FLAVORED RUM"",""750 ML"",,70,12,12.95,08/01/2020"
"""0504B"",,""GILBEYS GIN"",""750 ML"",,80,12,9.45,08/01/2020"
"""0504H"",,""GILBEYS GIN"",""1.75 L"",,80,6,22.95,08/01/2020"
"""0505H"",,""BOOTHS LONDON DRY GIN"",""1.75 L"",,90,6,17.95,08/01/2020"
"""0506B"",,""GILBEYS GIN LT. WGT."",""750 ML"",,80,12,9.45,08/01/2020"
"""0507B"",,""AVIATION GIN (OREGON)"",""750 ML"",,80,12,29.95,08/01/2020"
"""0508B"",,""SEAGRAM'S EXTRA DRY GIN"",""750 ML"",,80,12,9.95,08/01/2020"
"""0508E"",,""SEAGRAM'S EXTRA DRY GIN"",""375 ML"",,80,24,7.95,08/01/2020"
"""0508H"",,""SEAGRAM'S EXTRA DRY GIN"",""1.75 L"",,80,6,22.95,08/01/2020"
"""0509H"",,""FLEISCHMANNS DRY GIN"",""1.75 L"",,80,6,13.50,08/01/2020"
"""0510B"",,""CRATER LAKE GIN"",""750 ML"",,95,12,19.95,08/01/2020"
"""0510E"",,""CRATER LAKE GIN"",""375 ML"",,95,12,12.95,08/01/2020"
"""0510H"",,""CRATER LAKE GIN"",""1.75 L"",,95,6,39.95,08/01/2020"
"""0513B"",,""MONARCH GIN"",""750 ML"",,80,12,8.25,08/01/2020"
"""0513E"",,""MONARCH GIN"",""375 ML"",,80,24,5.95,08/01/2020"
"""0513H"",,""MONARCH GIN"",""1.75 L"",,80,6,15.95,08/01/2020"
"""0514B"",,""MONARCH GIN LT. WGT."",""750 ML"",,80,12,8.25,08/01/2020"
"""0520B"",,""POTTERS GIN 80"",""750 ML"",,80,12,7.45,08/01/2020"
"""0520H"",,""POTTERS GIN 80"",""1.75 L"",,80,6,14.95,08/01/2020"
"""0521B"",""@"",""DISTILLER'S CUT RUM"",""750 ML"",,80,12,29.95,08/01/2020"
"""0523B"",,""BOORDS DRY GIN"",""750 ML"",,80,12,8.45,08/01/2020"
"""0523H"",,""BOORDS DRY GIN"",""1.75 L"",,80,6,16.45,08/01/2020"
"""0524B"",,""MCCORMICK GIN"",""750 ML"",,80,12,8.25,08/01/2020"
"""0524H"",,""MCCORMICK GIN"",""1.75 L"",,80,6,15.95,08/01/2020"
"""0525B"",,""GORDONS DRY GIN"",""750 ML"",,80,12,10.95,08/01/2020"
"""0525H"",,""GORDONS DRY GIN"",""1.75 L"",,80,6,21.95,08/01/2020"
"""0526H"",,""BARON ROTHCHILD"",""1.75 L"",,90,6,17.25,08/01/2020"
"""0527B"",,""SEAGRAM TWISTED GIN (W/TWIST LIME FLAVR)"",""750 ML"",,70,12,9.95,08/01/2020"
"""0527H"",,""SEAGRAM TWISTED GIN (W/TWIST LIME FLAVR)"",""1.75 L"",,70,6,22.95,08/01/2020"
"""0528B"",,""GORDONS GIN LT. WGT."",""750 ML"",,80,12,10.95,08/01/2020"
"""0530B"",,""BURNETT'S GIN"",""750 ML"",,80,12,9.95,08/01/2020"
"""0530H"",,""BURNETT'S GIN"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0531B"",,""HENDRICK'S SCOTTISH GIN"",""750 ML"",,88,6,39.95,08/01/2020"
"""0531E"",""@"",""HENDRICK'S SCOTTISH GIN"",""375 ML"",,88,12,19.95,08/01/2020"
"""0531H"",,""HENDRICK'S SCOTTISH GIN"",""1.75 L"",,88,6,72.95,08/01/2020"
"""0532B"",,""BEEFEATER"",""750 ML"",,88,12,21.95,08/01/2020"
"""0532H"",,""BEEFEATER"",""1.75 L"",,88,6,37.95,08/01/2020"
"""0533B"",,""BOODLES GIN 90.4"",""750 ML"",,90,12,23.95,08/01/2020"
"""0534A"",,""TANQUERAY"",""LITER"",,95,12,25.95,08/01/2020"
"""0534B"",,""TANQUERAY"",""750 ML"",,95,12,22.95,08/01/2020"
"""0534E"",,""TANQUERAY"",""375 ML"",,95,24,12.95,08/01/2020"
"""0534F"",,""TANQUERAY"",""50 ML"",,95,120,2.50,08/01/2020"
"""0534H"",,""TANQUERAY"",""1.75 L"",,95,6,48.95,08/01/2020"
"""0535B"",,""TANQUERAY NO. TEN"",""750 ML"",,95,12,27.95,08/01/2020"
"""0535H"",,""TANQUERAY NO. TEN"",""1.75 L"",,95,6,59.95,08/01/2020"
"""0539B"",,""BOMBAY DRY GIN"",""750 ML"",,86,12,17.95,08/01/2020"
"""0539H"",,""BOMBAY DRY GIN"",""1.75 L"",,86,6,42.95,08/01/2020"
"""0540A"",,""BOMBAY SAPPHIRE"",""LITER"",,94,12,26.95,08/01/2020"
"""0540B"",,""BOMBAY SAPPHIRE"",""750 ML"",,94,12,21.95,08/01/2020"
"""0540D"",,""BOMBAY SAPPHIRE"",""200 ML"",,94,12,6.95,08/01/2020"
"""0540E"",,""BOMBAY SAPPHIRE"",""375 ML"",,94,12,12.95,08/01/2020"
"""0540H"",,""BOMBAY SAPPHIRE"",""1.75 L"",,94,6,49.95,08/01/2020"
"""0542B"",,""MAGELLAN GIN (FRANCE)"",""750 ML"",,88,6,34.45,08/01/2020"
"""0551B"",,""MR BOSTON SLOE GIN"",""750 ML"",,60,12,9.95,08/01/2020"
"""0553B"",,""DON JULIO ANEJO 70TH ANNIVERSARY"",""750 ML"",,80,6,59.95,08/01/2020"
"""0558B"",""@"",""BIG BOTTOM  WHISKEY PORT CASK FINISH"",""750 ML"",""3 YRS"",91,12,44.95,08/01/2020"
"""0568B"",,""BACARDI OAKHEART SPICED RUM"",""750 ML"",,70,12,12.95,08/01/2020"
"""0568H"",,""BACARDI OAKHEART SPICED RUM"",""1.75 L"",,70,6,30.95,08/01/2020"
"""0569B"",,""SMIRNOFF WHIPPED CREAM"",""750 ML"",,60,12,13.95,08/01/2020"
"""0569H"",,""SMIRNOFF WHIPPED CREAM"",""1.75 L"",,60,6,24.95,08/01/2020"
"""0572B"",,""LAIRDS APPLE BRANDY 100 PROOF"",""750 ML"",""4 YRS"",100,12,29.95,08/01/2020"
"""0576B"",,""MIDNIGHT MOON STRAWBERRY"",""750 ML"",,100,6,24.95,08/01/2020"
"""0579B"",,""MIDNIGHT MOON APPLE PIE"",""750 ML"",,70,6,24.95,08/01/2020"
"""0579F"",,""MIDNIGHT MOON APPLE PIE"",""50 ML"",,70,48,3.00,08/01/2020"
"""0580B"",,""STEIN STRAIGHT BULL WHISKEY (OREGON)"",""750 ML"",""2 YRS"",80,12,38.75,08/01/2020"
"""0581B"",,""STEIN STRAIGHT RAM RYE WHISKEY"",""750 ML"",""2 YRS"",80,12,38.75,08/01/2020"
"""0588D"",""@"",""GROG SAMPLE PCK:1EA GD MRN/DUT HR/DOG WT"",""200 ML"",,80,6,39.95,08/01/2020"
"""0589B"",,""BENGERMINZ VODKA"",""750 ML"",,80,6,20.00,08/01/2020"
"""0589E"",,""BENGERMINZ VODKA"",""375 ML"",,80,24,7.95,08/01/2020"
"""0589H"",,""BENGERMINZ VODKA"",""1.75 L"",,80,6,29.95,08/01/2020"
"""0593B"",,""TRES AGAVES BLANCO TEQUILA"",""750 ML"",,80,6,25.95,08/01/2020"
"""0594B"",,""TRES AGAVES REPOSADO GOLD TEQUILA"",""750 ML"",,80,6,28.95,08/01/2020"
"""0613B"",,""YAZI GINGER VODKA"",""750 ML"",,70,12,24.95,08/01/2020"
"""0613F"",,""YAZI GINGER VODKA"",""50 ML"",,70,120,1.50,08/01/2020"
"""0614B"",,""SMIRNOFF TWIST OF CRANBERRY VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""0624B"",,""SEAGRAM'S EXTRA SMOOTH VODKA"",""750 ML"",,80,12,9.95,08/01/2020"
"""0624H"",,""SEAGRAM'S EXTRA SMOOTH VODKA"",""1.75 L"",,80,6,21.95,08/01/2020"
"""0625A"",,""CRATER LAKE VODKA"",""LITER"",,80,6,25.95,08/01/2020"
"""0625B"",,""CRATER LAKE VODKA"",""750 ML"",,80,12,24.95,08/01/2020"
"""0625E"",,""CRATER LAKE VODKA"",""375 ML"",,80,12,12.95,08/01/2020"
"""0625F"",,""CRATER LAKE VODKA"",""50 ML"",,80,96,2.00,08/01/2020"
"""0625H"",,""CRATER LAKE VODKA"",""1.75 L"",,80,6,39.95,08/01/2020"
"""0626B"",,""SMIRNOFF TWIST OF VANILLA VODKA  (PET)"",""750 ML"",,70,12,13.95,08/01/2020"
"""0626H"",,""SMIRNOFF TWIST OF VANILLA VODKA  (PET)"",""1.75 L"",,70,6,24.95,08/01/2020"
"""0628B"",,""SMIRNOFF TWIST OF RASPBERRY VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""0628E"",,""SMIRNOFF TWIST OF RASPBERRY VODKA"",""375 ML"",,70,12,9.25,08/01/2020"
"""0628H"",,""SMIRNOFF TWIST OF RASPBERRY VODKA"",""1.75 L"",,70,6,24.95,08/01/2020"
"""0629B"",,""SMIRNOFF TWIST OF ORANGE VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""0629H"",,""SMIRNOFF TWIST OF ORANGE VODKA"",""1.75 L"",,70,6,24.95,08/01/2020"
"""0630B"",,""RAIN ORGANIC VODKA"",""750 ML"",,80,12,16.95,08/01/2020"
"""0631B"",,""CLEAR SPRINGS"",""750 ML"",,190,12,13.95,08/01/2020"
"""0631E"",,""CLEAR SPRINGS"",""375 ML"",,190,24,7.50,08/01/2020"
"""0631H"",,""CLEAR SPRINGS"",""1.75 L"",,190,6,35.95,08/01/2020"
"""0632B"",,""EVERCLEAR ALCOHOL"",""750 ML"",,190,12,15.95,08/01/2020"
"""0632E"",,""EVERCLEAR ALCOHOL"",""375 ML"",,190,24,8.50,08/01/2020"
"""0632H"",,""EVERCLEAR ALCOHOL"",""1.75 L"",,190,6,36.95,08/01/2020"
"""0634B"",,""PLATINUM 7X VODKA PET"",""750 ML"",,80,12,11.95,08/01/2020"
"""0634E"",,""PLATINUM 7X VODKA PET"",""375 ML"",,80,12,4.95,08/01/2020"
"""0634H"",,""PLATINUM 7X VODKA PET"",""1.75 L"",,80,6,18.95,08/01/2020"
"""0635B"",,""POTTERS VODKA LT. WGT."",""750 ML"",,80,12,7.20,08/01/2020"
"""0636A"",,""GREY GOOSE IMPORTED VODKA"",""LITER"",,80,6,39.95,08/01/2020"
"""0636B"",,""GREY GOOSE IMPORTED VODKA"",""750 ML"",,80,12,35.95,08/01/2020"
"""0636D"",,""GREY GOOSE IMPORTED VODKA"",""200 ML"",,80,12,9.95,08/01/2020"
"""0636E"",,""GREY GOOSE IMPORTED VODKA"",""375 ML"",,80,12,19.95,08/01/2020"
"""0636H"",,""GREY GOOSE IMPORTED VODKA"",""1.75 L"",,80,6,59.95,08/01/2020"
"""0638B"",,""SMIRNOFF TWIST OF GREEN APPLE VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""0639B"",,""BELVEDERE POLISH VODKA"",""750 ML"",,80,6,26.95,08/01/2020"
"""0639E"",,""BELVEDERE POLISH VODKA"",""375 ML"",,80,12,14.95,08/01/2020"
"""0639H"",,""BELVEDERE POLISH VODKA"",""1.75 L"",,80,6,59.95,08/01/2020"
"""0640B"",,""GORDON'S VODKA LT. WGT."",""750 ML"",,80,12,8.45,08/01/2020"
"""0641B"",,""MONARCH VODKA 100.0"",""750 ML"",,100,12,9.25,08/01/2020"
"""0641H"",,""MONARCH VODKA 100.0"",""1.75 L"",,100,6,19.95,08/01/2020"
"""0643B"",,""MONARCH CITRON"",""750 ML"",,80,12,7.95,08/01/2020"
"""0645B"",,""CRATER LAKE HAZELNUT EXPRESSO"",""750 ML"",,50,12,24.95,08/01/2020"
"""0645E"",,""CRATER LAKE HAZELNUT EXPRESSO"",""375 ML"",,50,12,12.95,08/01/2020"
"""0645F"",,""CRATER LAKE HAZELNUT EXPRESSO"",""50 ML"",,50,96,2.00,08/01/2020"
"""0645H"",""@"",""CRATER LAKE HAZELNUT EXPRESSO"",""1.75 L"",,50,6,37.95,08/01/2020"
"""0648B"",,""GREY GOOSE LE CITRON FLAVORED VODKA"",""750 ML"",,80,6,35.95,08/01/2020"
"""0651B"",,""GILBEYS VODKA LT. WGT."",""750 ML"",,80,12,7.95,08/01/2020"
"""0656B"",,""ABSOLUT VANILIA"",""750 ML"",,80,12,19.95,08/01/2020"
"""0658B"",,""FRIS 80 SKANDIA VODKA DENMARK"",""750 ML"",,80,12,8.95,08/01/2020"
"""0658E"",,""FRIS 80 SKANDIA VODKA DENMARK"",""375 ML"",,80,24,4.95,08/01/2020"
"""0658H"",,""FRIS 80 SKANDIA VODKA DENMARK"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0659A"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""LITER"",,80,12,19.95,08/01/2020"
"""0659B"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""750 ML"",,80,12,16.95,08/01/2020"
"""0659D"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""200 ML"",,80,48,4.95,08/01/2020"
"""0659E"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""375 ML"",,80,24,8.45,08/01/2020"
"""0659F"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""50 ML"",,80,120,2.00,08/01/2020"
"""0659H"",,""MONOPOLOWA WHITE LABEL (OLD LABEL)"",""1.75 L"",,80,6,27.95,08/01/2020"
"""0662B"",,""FINLANDIA"",""750 ML"",,80,12,17.95,08/01/2020"
"""0662F"",,""FINLANDIA"",""50 ML"",,80,120,1.75,08/01/2020"
"""0662H"",,""FINLANDIA"",""1.75 L"",,80,6,33.95,08/01/2020"
"""0663B"",,""ABSOLUT MANDRIN FLAVORED VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""0663D"",,""ABSOLUT MANDRIN FLAVORED VODKA"",""200 ML"",,80,24,4.95,08/01/2020"
"""0663E"",,""ABSOLUT MANDRIN FLAVORED VODKA"",""375 ML"",,80,24,9.95,08/01/2020"
"""0663F"",,""ABSOLUT MANDRIN FLAVORED VODKA"",""50 ML"",,80,120,2.00,08/01/2020"
"""0663H"",,""ABSOLUT MANDRIN FLAVORED VODKA"",""1.75 L"",,80,6,46.95,08/01/2020"
"""0664B"",,""MONARCH VODKA"",""750 ML"",,80,12,7.95,08/01/2020"
"""0664H"",,""MONARCH VODKA"",""1.75 L"",,80,6,15.95,08/01/2020"
"""0665B"",,""DENAKA VODKA"",""750 ML"",,80,12,7.95,08/01/2020"
"""0665H"",,""DENAKA VODKA"",""1.75 L"",,80,6,19.95,08/01/2020"
"""0666B"",,""MCCORMICK VODKA"",""750 ML"",,80,12,7.75,08/01/2020"
"""0666H"",,""MCCORMICK VODKA"",""1.75 L"",,80,6,16.95,08/01/2020"
"""0668B"",,""FLEISCHMANN ROYAL"",""750 ML"",,80,12,6.40,08/01/2020"
"""0668E"",,""FLEISCHMANN ROYAL"",""375 ML"",,80,24,3.50,08/01/2020"
"""0668H"",,""FLEISCHMANN ROYAL"",""1.75 L"",,80,6,12.75,08/01/2020"
"""0669B"",,""SMIRNOFF VODKA LT. WGT."",""750 ML"",,80,12,13.95,08/01/2020"
"""0669H"",,""SMIRNOFF VODKA LT. WGT."",""1.75 L"",,80,6,21.95,08/01/2020"
"""0670B"",,""KAMCHATKA"",""750 ML"",,80,12,6.60,08/01/2020"
"""0670H"",,""KAMCHATKA"",""1.75 L"",,80,6,12.85,08/01/2020"
"""0671B"",,""SMIRNOFF SILVER"",""750 ML"",,90,12,16.45,08/01/2020"
"""0672B"",,""POTTERS VODKA 80"",""750 ML"",,80,12,7.20,08/01/2020"
"""0672E"",,""POTTERS VODKA 80"",""375 ML"",,80,24,3.95,08/01/2020"
